order_id,promised_date,delivered_date,delivery_status
12504,2023-02-01,2023-02-03,Delayed
12505,2025-10-24,2025-10-26,Delayed
12506,2023-07-24,2023-07-24,On-Time
12507,2023-01-18,2023-01-19,Delayed
12508,2023-01-01,2023-01-01,On-Time
12509,2024-02-25,2024-02-26,Delayed
12510,2025-12-08,2025-12-09,Delayed
12511,2025-06-18,2025-06-19,Delayed
12512,2024-11-20,2024-11-21,Delayed
12513,2024-03-22,2024-03-24,Delayed
12514,2025-04-01,2025-04-02,Delayed
12515,2024-11-07,2024-11-07,On-Time
12516,2025-02-12,2025-02-12,On-Time
12517,2025-05-08,2025-05-09,Delayed
12518,2025-08-15,2025-08-16,Delayed
12519,2022-04-20,2022-04-20,On-Time
12520,2022-02-09,2022-02-10,Delayed
12521,2024-01-03,2024-01-05,Delayed
12522,2024-05-17,2024-05-18,Delayed
12523,2025-11-02,2025-11-02,On-Time
12524,2025-03-10,2025-03-10,On-Time
12525,2023-09-12,2023-09-12,On-Time
12526,2024-11-28,2024-11-29,Delayed
12527,2024-09-12,2024-09-14,Delayed
12528,2022-04-08,2022-04-10,Delayed
12529,2022-05-16,2022-05-16,On-Time
12530,2024-10-14,2024-10-16,Delayed
12531,2023-06-09,2023-06-10,Delayed
12532,2025-11-13,2025-11-15,Delayed
12533,2025-06-21,2025-06-23,Delayed
12534,2024-11-21,2024-11-21,On-Time
12535,2025-08-12,2025-08-13,Delayed
12536,2024-04-27,2024-04-28,Delayed
12537,2024-06-10,2024-06-10,On-Time
12538,2024-08-13,2024-08-14,Delayed
12539,2023-05-02,2023-05-02,On-Time
12540,2024-10-03,2024-10-04,Delayed
12541,2024-06-21,2024-06-23,Delayed
12542,2023-12-13,2023-12-14,Delayed
12543,2022-12-27,2022-12-28,Delayed
12544,2024-05-17,2024-05-19,Delayed
12545,2022-11-21,2022-11-22,Delayed
12546,2025-09-12,2025-09-12,On-Time
12547,2025-06-26,2025-06-26,On-Time
12548,2024-11-13,2024-11-13,On-Time
12549,2024-11-02,2024-11-03,Delayed
12550,2022-08-26,2022-08-27,Delayed
12551,2024-01-25,2024-01-27,Delayed
12552,2024-08-21,2024-08-22,Delayed
12553,2023-12-20,2023-12-21,Delayed
12554,2022-12-26,2022-12-27,Delayed
12555,2024-07-25,2024-07-26,Delayed
12556,2025-12-28,2025-12-29,Delayed
12557,2023-10-16,2023-10-16,On-Time
12558,2022-12-10,2022-12-12,Delayed
12559,2022-06-23,2022-06-25,Delayed
12560,2024-05-08,2024-05-10,Delayed
12561,2024-05-09,2024-05-10,Delayed
12562,2024-10-25,2024-10-25,On-Time
12563,2025-09-30,2025-10-02,Delayed
12564,2023-12-24,2023-12-24,On-Time
12565,2025-12-31,2025-12-31,On-Time
12566,2023-07-16,2023-07-16,On-Time
12567,2023-07-17,2023-07-19,Delayed
12568,2023-09-21,2023-09-23,Delayed
12569,2024-06-04,2024-06-06,Delayed
12570,2022-10-16,2022-10-18,Delayed
12571,2022-05-08,2022-05-08,On-Time
12572,2022-06-08,2022-06-10,Delayed
12573,2025-07-10,2025-07-11,Delayed
12574,2022-10-05,2022-10-05,On-Time
12575,2023-08-02,2023-08-03,Delayed
12576,2024-11-07,2024-11-08,Delayed
12577,2022-06-11,2022-06-12,Delayed
12578,2023-09-15,2023-09-16,Delayed
12579,2022-09-20,2022-09-21,Delayed
12580,2025-10-18,2025-10-19,Delayed
12581,2025-11-16,2025-11-16,On-Time
12582,2022-10-16,2022-10-16,On-Time
12583,2025-08-12,2025-08-13,Delayed
12584,2025-12-20,2025-12-20,On-Time
12585,2022-12-23,2022-12-24,Delayed
12586,2024-10-19,2024-10-19,On-Time
12587,2025-05-09,2025-05-10,Delayed
12588,2024-05-16,2024-05-18,Delayed
12589,2025-11-24,2025-11-26,Delayed
12590,2022-06-22,2022-06-24,Delayed
12591,2023-10-10,2023-10-11,Delayed
12592,2023-10-19,2023-10-20,Delayed
12593,2023-10-18,2023-10-19,Delayed
12594,2022-09-06,2022-09-07,Delayed
12595,2024-06-16,2024-06-16,On-Time
12596,2024-12-01,2024-12-01,On-Time
12597,2023-11-18,2023-11-18,On-Time
12598,2024-04-01,2024-04-01,On-Time
12599,2022-07-15,2022-07-15,On-Time
12600,2022-09-17,2022-09-18,Delayed
12601,2025-10-14,2025-10-15,Delayed
12602,2022-05-10,2022-05-10,On-Time
12603,2023-12-28,2023-12-28,On-Time
12604,2025-05-11,2025-05-11,On-Time
12605,2024-11-20,2024-11-20,On-Time
12606,2024-08-19,2024-08-20,Delayed
12607,2022-11-26,2022-11-27,Delayed
12608,2025-07-12,2025-07-13,Delayed
12609,2024-07-21,2024-07-23,Delayed
12610,2022-03-18,2022-03-19,Delayed
12611,2022-12-04,2022-12-06,Delayed
12612,2022-12-17,2022-12-17,On-Time
12613,2023-10-30,2023-10-30,On-Time
12614,2025-05-24,2025-05-25,Delayed
12615,2023-07-02,2023-07-02,On-Time
12616,2024-06-21,2024-06-22,Delayed
12617,2024-12-11,2024-12-13,Delayed
12618,2026-01-03,2026-01-03,On-Time
12619,2025-04-16,2025-04-17,Delayed
12620,2023-08-26,2023-08-27,Delayed
12621,2022-03-07,2022-03-07,On-Time
12622,2023-10-26,2023-10-27,Delayed
12623,2023-11-30,2023-12-01,Delayed
12624,2025-11-12,2025-11-13,Delayed
12625,2023-04-05,2023-04-06,Delayed
12626,2025-11-25,2025-11-26,Delayed
12627,2022-12-19,2022-12-20,Delayed
12628,2022-12-29,2022-12-30,Delayed
12629,2025-03-10,2025-03-11,Delayed
12630,2022-11-10,2022-11-12,Delayed
12631,2024-08-30,2024-09-01,Delayed
12632,2025-03-20,2025-03-21,Delayed
12633,2023-10-11,2023-10-11,On-Time
12634,2023-03-04,2023-03-04,On-Time
12635,2022-08-27,2022-08-27,On-Time
12636,2023-10-09,2023-10-11,Delayed
12637,2024-02-11,2024-02-12,Delayed
12638,2025-12-25,2025-12-26,Delayed
12639,2022-05-06,2022-05-07,Delayed
12640,2024-12-06,2024-12-07,Delayed
12641,2024-12-24,2024-12-26,Delayed
12642,2024-09-13,2024-09-15,Delayed
12643,2024-04-30,2024-04-30,On-Time
12644,2023-07-15,2023-07-15,On-Time
12645,2022-11-11,2022-11-12,Delayed
12646,2025-11-25,2025-11-26,Delayed
12647,2022-10-15,2022-10-17,Delayed
12648,2022-08-13,2022-08-14,Delayed
12649,2023-06-16,2023-06-16,On-Time
12650,2023-10-31,2023-10-31,On-Time
12651,2023-12-04,2023-12-05,Delayed
12652,2024-07-11,2024-07-11,On-Time
12653,2022-12-12,2022-12-13,Delayed
12654,2022-08-14,2022-08-15,Delayed
12655,2024-11-06,2024-11-08,Delayed
12656,2025-11-13,2025-11-13,On-Time
12657,2025-01-14,2025-01-16,Delayed
12658,2025-02-17,2025-02-18,Delayed
12659,2022-03-01,2022-03-02,Delayed
12660,2024-04-29,2024-04-29,On-Time
12661,2025-10-20,2025-10-21,Delayed
12662,2023-07-19,2023-07-19,On-Time
12663,2025-09-12,2025-09-12,On-Time
12664,2025-12-13,2025-12-13,On-Time
12665,2022-11-22,2022-11-22,On-Time
12666,2023-12-19,2023-12-20,Delayed
12667,2022-10-21,2022-10-22,Delayed
12668,2024-09-25,2024-09-25,On-Time
12669,2025-11-26,2025-11-26,On-Time
12670,2025-11-13,2025-11-15,Delayed
12671,2022-08-07,2022-08-07,On-Time
12672,2023-11-09,2023-11-10,Delayed
12673,2025-04-23,2025-04-23,On-Time
12674,2025-08-22,2025-08-22,On-Time
12675,2025-07-30,2025-07-31,Delayed
12676,2024-11-24,2024-11-25,Delayed
12677,2023-12-05,2023-12-07,Delayed
12678,2022-01-23,2022-01-24,Delayed
12679,2024-12-02,2024-12-02,On-Time
12680,2023-06-24,2023-06-26,Delayed
12681,2022-12-11,2022-12-13,Delayed
12682,2025-12-28,2025-12-29,Delayed
12683,2022-12-17,2022-12-17,On-Time
12684,2022-04-08,2022-04-08,On-Time
12685,2025-10-20,2025-10-21,Delayed
12686,2022-10-12,2022-10-13,Delayed
12687,2022-09-06,2022-09-06,On-Time
12688,2025-08-16,2025-08-16,On-Time
12689,2024-09-14,2024-09-15,Delayed
12690,2022-05-15,2022-05-15,On-Time
12691,2023-09-11,2023-09-12,Delayed
12692,2025-11-25,2025-11-26,Delayed
12693,2023-04-18,2023-04-19,Delayed
12694,2023-08-20,2023-08-21,Delayed
12695,2025-05-03,2025-05-03,On-Time
12696,2022-04-05,2022-04-06,Delayed
12697,2024-12-23,2024-12-23,On-Time
12698,2025-01-23,2025-01-23,On-Time
12699,2025-10-11,2025-10-12,Delayed
12700,2023-05-14,2023-05-16,Delayed
12701,2026-01-04,2026-01-04,On-Time
12702,2025-09-05,2025-09-06,Delayed
12703,2023-06-18,2023-06-18,On-Time
12704,2022-01-24,2022-01-25,Delayed
12705,2025-07-31,2025-08-02,Delayed
12706,2024-11-02,2024-11-02,On-Time
12707,2025-08-08,2025-08-10,Delayed
12708,2024-04-11,2024-04-11,On-Time
12709,2025-10-26,2025-10-28,Delayed
12710,2022-06-23,2022-06-23,On-Time
12711,2022-09-30,2022-10-01,Delayed
12712,2025-10-07,2025-10-07,On-Time
12713,2024-10-23,2024-10-24,Delayed
12714,2023-03-31,2023-04-01,Delayed
12715,2022-10-11,2022-10-12,Delayed
12716,2022-12-05,2022-12-05,On-Time
12717,2023-07-23,2023-07-25,Delayed
12718,2025-07-21,2025-07-23,Delayed
12719,2022-05-14,2022-05-14,On-Time
12720,2023-10-30,2023-10-30,On-Time
12721,2024-09-20,2024-09-21,Delayed
12722,2024-05-25,2024-05-26,Delayed
12723,2024-11-19,2024-11-20,Delayed
12724,2025-06-28,2025-06-30,Delayed
12725,2022-01-31,2022-01-31,On-Time
12726,2023-06-22,2023-06-22,On-Time
12727,2024-09-12,2024-09-12,On-Time
12728,2024-08-18,2024-08-18,On-Time
12729,2023-08-23,2023-08-24,Delayed
12730,2023-12-24,2023-12-25,Delayed
12731,2025-12-12,2025-12-14,Delayed
12732,2023-03-21,2023-03-22,Delayed
12733,2022-10-16,2022-10-17,Delayed
12734,2025-05-12,2025-05-14,Delayed
12735,2023-12-13,2023-12-14,Delayed
12736,2025-12-06,2025-12-08,Delayed
12737,2025-10-30,2025-10-30,On-Time
12738,2024-12-26,2024-12-26,On-Time
12739,2022-09-23,2022-09-24,Delayed
12740,2025-11-25,2025-11-25,On-Time
12741,2025-09-19,2025-09-20,Delayed
12742,2022-09-11,2022-09-11,On-Time
12743,2023-01-26,2023-01-28,Delayed
12744,2022-10-27,2022-10-27,On-Time
12745,2022-10-29,2022-10-30,Delayed
12746,2024-07-07,2024-07-09,Delayed
12747,2025-11-24,2025-11-26,Delayed
12748,2022-12-03,2022-12-03,On-Time
12749,2024-03-07,2024-03-08,Delayed
12750,2022-09-22,2022-09-23,Delayed
12751,2022-09-20,2022-09-21,Delayed
12752,2024-03-20,2024-03-22,Delayed
12753,2024-08-16,2024-08-16,On-Time
12754,2022-10-25,2022-10-25,On-Time
12755,2023-11-10,2023-11-10,On-Time
12756,2025-12-25,2025-12-26,Delayed
12757,2023-08-18,2023-08-20,Delayed
12758,2022-03-06,2022-03-08,Delayed
12759,2022-09-21,2022-09-22,Delayed
12760,2025-11-27,2025-11-27,On-Time
12761,2023-08-31,2023-08-31,On-Time
12762,2025-12-21,2025-12-22,Delayed
12763,2024-08-30,2024-08-31,Delayed
12764,2023-07-08,2023-07-09,Delayed
12765,2022-10-30,2022-10-31,Delayed
12766,2025-01-17,2025-01-18,Delayed
12767,2024-11-25,2024-11-25,On-Time
12768,2022-11-15,2022-11-15,On-Time
12769,2022-07-22,2022-07-23,Delayed
12770,2024-03-28,2024-03-29,Delayed
12771,2023-11-16,2023-11-16,On-Time
12772,2024-06-07,2024-06-09,Delayed
12773,2024-12-26,2024-12-26,On-Time
12774,2024-07-10,2024-07-10,On-Time
12775,2025-09-21,2025-09-22,Delayed
12776,2023-08-24,2023-08-24,On-Time
12777,2023-01-19,2023-01-20,Delayed
12778,2023-09-17,2023-09-18,Delayed
12779,2024-12-25,2024-12-27,Delayed
12780,2022-02-25,2022-02-26,Delayed
12781,2023-12-25,2023-12-25,On-Time
12782,2022-06-01,2022-06-03,Delayed
12783,2025-11-29,2025-11-29,On-Time
12784,2022-02-07,2022-02-08,Delayed
12785,2023-01-30,2023-01-31,Delayed
12786,2023-07-03,2023-07-03,On-Time
12787,2022-06-24,2022-06-26,Delayed
12788,2025-12-15,2025-12-15,On-Time
12789,2022-04-28,2022-04-28,On-Time
12790,2024-03-21,2024-03-22,Delayed
12791,2025-12-09,2025-12-10,Delayed
12792,2022-12-17,2022-12-18,Delayed
12793,2024-12-30,2024-12-30,On-Time
12794,2025-12-26,2025-12-28,Delayed
12795,2024-05-19,2024-05-21,Delayed
12796,2025-08-14,2025-08-15,Delayed
12797,2022-06-20,2022-06-21,Delayed
12798,2024-12-29,2024-12-29,On-Time
12799,2025-12-29,2025-12-29,On-Time
12800,2025-09-24,2025-09-24,On-Time
12801,2024-11-08,2024-11-08,On-Time
12802,2024-10-06,2024-10-07,Delayed
12803,2023-09-13,2023-09-13,On-Time
12804,2022-05-19,2022-05-20,Delayed
12805,2023-01-08,2023-01-10,Delayed
12806,2022-03-15,2022-03-16,Delayed
12807,2023-11-13,2023-11-14,Delayed
12808,2022-11-29,2022-12-01,Delayed
12809,2024-04-29,2024-04-30,Delayed
12810,2023-08-25,2023-08-26,Delayed
12811,2023-12-19,2023-12-20,Delayed
12812,2023-03-01,2023-03-02,Delayed
12813,2025-01-01,2025-01-02,Delayed
12814,2024-05-23,2024-05-24,Delayed
12815,2023-09-24,2023-09-25,Delayed
12816,2025-04-29,2025-04-29,On-Time
12817,2022-11-02,2022-11-03,Delayed
12818,2023-07-03,2023-07-03,On-Time
12819,2023-03-26,2023-03-28,Delayed
12820,2025-09-19,2025-09-20,Delayed
12821,2025-11-07,2025-11-09,Delayed
12822,2022-09-03,2022-09-04,Delayed
12823,2025-11-29,2025-11-29,On-Time
12824,2023-03-11,2023-03-11,On-Time
12825,2022-07-11,2022-07-11,On-Time
12826,2024-05-19,2024-05-20,Delayed
12827,2022-03-21,2022-03-22,Delayed
12828,2025-06-08,2025-06-09,Delayed
12829,2025-02-23,2025-02-23,On-Time
12830,2025-06-02,2025-06-04,Delayed
12831,2022-11-17,2022-11-17,On-Time
12832,2022-10-31,2022-10-31,On-Time
12833,2022-04-09,2022-04-09,On-Time
12834,2025-08-09,2025-08-09,On-Time
12835,2025-05-31,2025-05-31,On-Time
12836,2022-10-08,2022-10-10,Delayed
12837,2023-04-05,2023-04-06,Delayed
12838,2025-02-11,2025-02-11,On-Time
12839,2025-08-18,2025-08-18,On-Time
12840,2024-08-24,2024-08-26,Delayed
12841,2022-04-20,2022-04-20,On-Time
12842,2023-06-02,2023-06-03,Delayed
12843,2025-07-03,2025-07-04,Delayed
12844,2024-12-11,2024-12-11,On-Time
12845,2022-07-16,2022-07-18,Delayed
12846,2025-10-17,2025-10-18,Delayed
12847,2022-06-21,2022-06-21,On-Time
12848,2024-01-23,2024-01-24,Delayed
12849,2023-11-27,2023-11-28,Delayed
12850,2022-07-22,2022-07-22,On-Time
12851,2025-06-19,2025-06-21,Delayed
12852,2023-08-07,2023-08-07,On-Time
12853,2025-08-03,2025-08-05,Delayed
12854,2022-10-02,2022-10-03,Delayed
12855,2025-10-15,2025-10-17,Delayed
12856,2022-09-27,2022-09-28,Delayed
12857,2023-01-17,2023-01-18,Delayed
12858,2025-08-14,2025-08-15,Delayed
12859,2025-04-24,2025-04-25,Delayed
12860,2022-08-06,2022-08-08,Delayed
12861,2024-01-24,2024-01-24,On-Time
12862,2024-05-15,2024-05-15,On-Time
12863,2023-10-18,2023-10-19,Delayed
12864,2025-02-11,2025-02-12,Delayed
12865,2023-09-11,2023-09-11,On-Time
12866,2024-11-19,2024-11-21,Delayed
12867,2022-08-11,2022-08-12,Delayed
12868,2022-08-20,2022-08-20,On-Time
12869,2022-08-03,2022-08-04,Delayed
12870,2024-11-25,2024-11-26,Delayed
12871,2025-10-13,2025-10-13,On-Time
12872,2024-08-28,2024-08-28,On-Time
12873,2025-09-10,2025-09-10,On-Time
12874,2025-02-07,2025-02-08,Delayed
12875,2022-09-11,2022-09-13,Delayed
12876,2024-10-22,2024-10-22,On-Time
12877,2025-12-16,2025-12-16,On-Time
12878,2025-09-30,2025-10-01,Delayed
12879,2024-10-28,2024-10-30,Delayed
12880,2024-11-16,2024-11-18,Delayed
12881,2023-02-10,2023-02-11,Delayed
12882,2024-10-08,2024-10-10,Delayed
12883,2024-03-01,2024-03-02,Delayed
12884,2024-12-19,2024-12-20,Delayed
12885,2022-07-16,2022-07-16,On-Time
12886,2022-10-29,2022-10-30,Delayed
12887,2024-07-15,2024-07-16,Delayed
12888,2025-06-30,2025-07-02,Delayed
12889,2024-10-12,2024-10-13,Delayed
12890,2023-10-16,2023-10-16,On-Time
12891,2022-10-03,2022-10-04,Delayed
12892,2023-12-05,2023-12-06,Delayed
12893,2022-08-22,2022-08-22,On-Time
12894,2025-10-07,2025-10-08,Delayed
12895,2023-05-20,2023-05-20,On-Time
12896,2024-04-11,2024-04-11,On-Time
12897,2025-03-19,2025-03-20,Delayed
12898,2023-10-09,2023-10-09,On-Time
12899,2023-10-17,2023-10-18,Delayed
12900,2025-10-22,2025-10-22,On-Time
12901,2025-04-14,2025-04-16,Delayed
12902,2023-12-23,2023-12-25,Delayed
12903,2023-06-26,2023-06-26,On-Time
12904,2022-12-10,2022-12-10,On-Time
12905,2023-11-18,2023-11-19,Delayed
12906,2022-03-05,2022-03-06,Delayed
12907,2023-05-30,2023-05-31,Delayed
12908,2022-09-30,2022-10-01,Delayed
12909,2022-07-09,2022-07-10,Delayed
12910,2022-06-01,2022-06-03,Delayed
12911,2023-04-06,2023-04-07,Delayed
12912,2023-06-02,2023-06-03,Delayed
12913,2022-12-31,2023-01-01,Delayed
12914,2023-09-12,2023-09-14,Delayed
12915,2023-01-23,2023-01-25,Delayed
12916,2022-04-21,2022-04-21,On-Time
12917,2023-08-14,2023-08-15,Delayed
12918,2024-09-16,2024-09-16,On-Time
12919,2023-01-05,2023-01-06,Delayed
12920,2025-02-18,2025-02-18,On-Time
12921,2023-11-28,2023-11-29,Delayed
12922,2023-09-10,2023-09-12,Delayed
12923,2025-03-13,2025-03-14,Delayed
12924,2025-11-07,2025-11-07,On-Time
12925,2022-11-23,2022-11-23,On-Time
12926,2025-08-24,2025-08-26,Delayed
12927,2023-01-27,2023-01-27,On-Time
12928,2022-08-13,2022-08-14,Delayed
12929,2022-11-20,2022-11-21,Delayed
12930,2025-06-21,2025-06-23,Delayed
12931,2024-07-12,2024-07-13,Delayed
12932,2022-10-13,2022-10-13,On-Time
12933,2022-12-19,2022-12-21,Delayed
12934,2022-10-28,2022-10-29,Delayed
12935,2025-06-01,2025-06-01,On-Time
12936,2024-01-30,2024-01-30,On-Time
12937,2023-05-06,2023-05-06,On-Time
12938,2023-12-22,2023-12-22,On-Time
12939,2025-07-28,2025-07-28,On-Time
12940,2024-08-09,2024-08-09,On-Time
12941,2023-07-21,2023-07-22,Delayed
12942,2025-08-31,2025-09-02,Delayed
12943,2024-10-15,2024-10-16,Delayed
12944,2025-06-25,2025-06-25,On-Time
12945,2026-01-02,2026-01-02,On-Time
12946,2023-10-11,2023-10-12,Delayed
12947,2023-12-02,2023-12-02,On-Time
12948,2024-03-12,2024-03-13,Delayed
12949,2022-10-10,2022-10-12,Delayed
12950,2025-02-15,2025-02-15,On-Time
12951,2023-07-22,2023-07-23,Delayed
12952,2025-10-27,2025-10-29,Delayed
12953,2023-03-11,2023-03-11,On-Time
12954,2022-10-26,2022-10-27,Delayed
12955,2025-09-09,2025-09-09,On-Time
12956,2023-10-05,2023-10-06,Delayed
12957,2023-06-01,2023-06-03,Delayed
12958,2023-10-23,2023-10-25,Delayed
12959,2025-02-22,2025-02-22,On-Time
12960,2023-04-30,2023-04-30,On-Time
12961,2025-06-09,2025-06-10,Delayed
12962,2024-01-26,2024-01-27,Delayed
12963,2025-11-20,2025-11-22,Delayed
12964,2023-05-18,2023-05-18,On-Time
12965,2024-07-15,2024-07-17,Delayed
12966,2024-10-23,2024-10-23,On-Time
12967,2024-07-25,2024-07-26,Delayed
12968,2024-11-27,2024-11-28,Delayed
12969,2024-12-19,2024-12-21,Delayed
12970,2022-10-06,2022-10-08,Delayed
12971,2022-12-29,2022-12-29,On-Time
12972,2025-10-19,2025-10-19,On-Time
12973,2025-03-16,2025-03-17,Delayed
12974,2022-09-20,2022-09-21,Delayed
12975,2022-08-31,2022-09-01,Delayed
12976,2024-06-17,2024-06-17,On-Time
12977,2023-11-09,2023-11-10,Delayed
12978,2022-11-20,2022-11-20,On-Time
12979,2022-08-08,2022-08-08,On-Time
12980,2023-12-30,2023-12-30,On-Time
12981,2024-10-23,2024-10-24,Delayed
12982,2023-10-11,2023-10-13,Delayed
12983,2024-10-13,2024-10-14,Delayed
12984,2025-07-17,2025-07-18,Delayed
12985,2023-02-09,2023-02-10,Delayed
12986,2022-02-18,2022-02-19,Delayed
12987,2023-10-27,2023-10-27,On-Time
12988,2025-12-08,2025-12-09,Delayed
12989,2025-08-24,2025-08-26,Delayed
12990,2025-11-28,2025-11-28,On-Time
12991,2022-07-21,2022-07-22,Delayed
12992,2023-10-25,2023-10-26,Delayed
12993,2024-05-13,2024-05-13,On-Time
12994,2025-12-28,2025-12-30,Delayed
12995,2022-06-06,2022-06-08,Delayed
12996,2025-08-12,2025-08-13,Delayed
12997,2023-12-24,2023-12-25,Delayed
12998,2022-07-21,2022-07-22,Delayed
12999,2023-11-27,2023-11-29,Delayed
13000,2022-09-20,2022-09-21,Delayed
13001,2024-07-08,2024-07-09,Delayed
13002,2024-02-21,2024-02-23,Delayed
13003,2024-02-27,2024-02-28,Delayed
13004,2024-03-06,2024-03-07,Delayed
13005,2025-12-18,2025-12-19,Delayed
13006,2024-12-12,2024-12-13,Delayed
13007,2022-08-01,2022-08-02,Delayed
13008,2022-11-02,2022-11-04,Delayed
13009,2025-11-15,2025-11-15,On-Time
13010,2024-09-15,2024-09-15,On-Time
13011,2024-06-13,2024-06-14,Delayed
13012,2025-08-27,2025-08-27,On-Time
13013,2022-09-09,2022-09-10,Delayed
13014,2024-12-19,2024-12-20,Delayed
13015,2025-12-17,2025-12-17,On-Time
13016,2024-11-13,2024-11-14,Delayed
13017,2024-09-10,2024-09-10,On-Time
13018,2025-03-30,2025-03-31,Delayed
13019,2023-08-04,2023-08-04,On-Time
13020,2023-10-31,2023-10-31,On-Time
13021,2023-08-11,2023-08-11,On-Time
13022,2023-09-18,2023-09-19,Delayed
13023,2025-04-23,2025-04-24,Delayed
13024,2023-07-08,2023-07-09,Delayed
13025,2024-09-13,2024-09-14,Delayed
13026,2025-10-28,2025-10-28,On-Time
13027,2024-07-09,2024-07-10,Delayed
13028,2024-08-24,2024-08-25,Delayed
13029,2025-09-11,2025-09-11,On-Time
13030,2023-07-02,2023-07-04,Delayed
13031,2024-11-19,2024-11-19,On-Time
13032,2023-06-30,2023-06-30,On-Time
13033,2022-11-23,2022-11-24,Delayed
13034,2022-12-23,2022-12-24,Delayed
13035,2025-01-28,2025-01-28,On-Time
13036,2022-10-19,2022-10-19,On-Time
13037,2025-11-24,2025-11-24,On-Time
13038,2025-08-10,2025-08-12,Delayed
13039,2024-01-11,2024-01-13,Delayed
13040,2022-01-15,2022-01-15,On-Time
13041,2025-09-14,2025-09-14,On-Time
13042,2025-04-07,2025-04-08,Delayed
13043,2022-12-19,2022-12-19,On-Time
13044,2022-11-29,2022-11-30,Delayed
13045,2025-09-12,2025-09-12,On-Time
13046,2024-11-20,2024-11-21,Delayed
13047,2026-01-01,2026-01-01,On-Time
13048,2025-04-11,2025-04-11,On-Time
13049,2024-08-09,2024-08-09,On-Time
13050,2022-10-08,2022-10-08,On-Time
13051,2022-08-26,2022-08-27,Delayed
13052,2025-12-29,2025-12-31,Delayed
13053,2024-12-14,2024-12-14,On-Time
13054,2023-01-05,2023-01-07,Delayed
13055,2023-11-13,2023-11-15,Delayed
13056,2022-08-09,2022-08-09,On-Time
13057,2022-10-06,2022-10-06,On-Time
13058,2022-09-12,2022-09-12,On-Time
13059,2025-09-29,2025-09-30,Delayed
13060,2025-08-05,2025-08-06,Delayed
13061,2025-07-08,2025-07-08,On-Time
13062,2023-01-27,2023-01-28,Delayed
13063,2023-05-26,2023-05-27,Delayed
13064,2022-10-23,2022-10-25,Delayed
13065,2022-11-09,2022-11-10,Delayed
13066,2025-06-28,2025-06-29,Delayed
13067,2024-05-04,2024-05-04,On-Time
13068,2022-09-14,2022-09-15,Delayed
13069,2025-07-25,2025-07-25,On-Time
13070,2024-09-05,2024-09-05,On-Time
13071,2023-10-30,2023-10-31,Delayed
13072,2025-12-27,2025-12-28,Delayed
13073,2022-08-06,2022-08-06,On-Time
13074,2022-09-04,2022-09-05,Delayed
13075,2022-10-11,2022-10-12,Delayed
13076,2023-06-04,2023-06-05,Delayed
13077,2025-08-07,2025-08-09,Delayed
13078,2025-02-22,2025-02-23,Delayed
13079,2022-04-30,2022-05-01,Delayed
13080,2023-11-29,2023-12-01,Delayed
13081,2025-07-28,2025-07-28,On-Time
13082,2025-10-27,2025-10-27,On-Time
13083,2022-11-06,2022-11-06,On-Time
13084,2024-08-10,2024-08-11,Delayed
13085,2022-01-20,2022-01-21,Delayed
13086,2022-11-04,2022-11-04,On-Time
13087,2022-11-03,2022-11-03,On-Time
13088,2025-09-19,2025-09-19,On-Time
13089,2025-09-11,2025-09-12,Delayed
13090,2022-11-19,2022-11-20,Delayed
13091,2025-10-03,2025-10-03,On-Time
13092,2023-11-17,2023-11-18,Delayed
13093,2025-09-19,2025-09-20,Delayed
13094,2023-12-25,2023-12-26,Delayed
13095,2022-10-10,2022-10-10,On-Time
13096,2025-05-06,2025-05-07,Delayed
13097,2025-10-14,2025-10-14,On-Time
13098,2024-09-02,2024-09-02,On-Time
13099,2024-04-27,2024-04-27,On-Time
13100,2022-07-22,2022-07-22,On-Time
13101,2025-11-01,2025-11-01,On-Time
13102,2023-03-20,2023-03-21,Delayed
13103,2025-07-21,2025-07-22,Delayed
13104,2024-06-23,2024-06-25,Delayed
13105,2024-07-02,2024-07-02,On-Time
13106,2024-07-27,2024-07-28,Delayed
13107,2023-05-23,2023-05-24,Delayed
13108,2022-10-09,2022-10-09,On-Time
13109,2024-06-13,2024-06-14,Delayed
13110,2023-01-26,2023-01-27,Delayed
13111,2024-11-14,2024-11-16,Delayed
13112,2022-02-06,2022-02-08,Delayed
13113,2022-07-23,2022-07-25,Delayed
13114,2023-09-11,2023-09-12,Delayed
13115,2022-12-31,2023-01-01,Delayed
13116,2022-08-16,2022-08-16,On-Time
13117,2024-09-06,2024-09-06,On-Time
13118,2024-01-23,2024-01-23,On-Time
13119,2025-12-14,2025-12-16,Delayed
13120,2024-03-28,2024-03-29,Delayed
13121,2024-06-04,2024-06-06,Delayed
13122,2022-10-22,2022-10-24,Delayed
13123,2024-10-27,2024-10-27,On-Time
13124,2025-12-25,2025-12-25,On-Time
13125,2023-11-27,2023-11-28,Delayed
13126,2025-11-19,2025-11-20,Delayed
13127,2022-05-11,2022-05-11,On-Time
13128,2022-01-05,2022-01-06,Delayed
13129,2024-12-05,2024-12-05,On-Time
13130,2022-08-08,2022-08-08,On-Time
13131,2022-03-18,2022-03-18,On-Time
13132,2025-10-04,2025-10-04,On-Time
13133,2023-01-14,2023-01-14,On-Time
13134,2023-05-14,2023-05-16,Delayed
13135,2025-12-29,2025-12-31,Delayed
13136,2024-12-22,2024-12-24,Delayed
13137,2023-09-21,2023-09-22,Delayed
13138,2025-07-24,2025-07-25,Delayed
