order_item_id,return_reason,return_date,refund_amount
31230,No Longer Needed,2024-09-25,663.336
31236,Wrong Item,2023-04-25,2049.516
31241,Wrong Item,2023-09-27,1798.902
31243,Damaged,2022-12-04,694.809
31254,Damaged,2024-04-28,3294.828
31263,No Longer Needed,2023-08-16,2742.732
31283,Damaged,2023-08-05,2009.826
31287,No Longer Needed,2025-04-25,712.161
31288,Damaged,2025-11-05,3859.5150000000003
31290,Damaged,2025-06-15,969.6510000000001
31294,Damaged,2024-09-14,144.477
31295,Wrong Item,2024-09-10,1928.9340000000002
31296,Damaged,2024-11-28,2846.358
31298,Damaged,2023-07-18,838.341
31299,No Longer Needed,2023-07-22,2184.669
31301,Wrong Item,2024-04-01,156.915
31302,Damaged,2024-03-29,3975.6150000000002
31306,Damaged,2022-10-25,2319.3
31315,Damaged,2025-11-19,1055.9070000000002
31317,Wrong Item,2025-11-21,345.384
31319,Wrong Item,2022-11-09,1602.2250000000001
31324,No Longer Needed,2022-08-14,879.633
31328,Damaged,2024-12-07,166.89600000000002
31332,Wrong Item,2024-09-16,2292.804
31340,No Longer Needed,2024-07-21,4039.4519999999998
31341,Damaged,2024-07-19,2621.8979999999997
31343,Wrong Item,2022-10-30,263.05199999999996
31348,Wrong Item,2025-09-19,3098.7090000000003
31350,Wrong Item,2023-07-14,1185.1920000000002
31355,No Longer Needed,2025-09-13,2003.364
31356,Wrong Item,2025-09-14,3379.698
31359,Wrong Item,2025-10-15,3380.409
31360,No Longer Needed,2025-10-13,3733.6230000000005
31366,No Longer Needed,2025-12-13,3634.236
31368,Wrong Item,2025-09-29,1977.5700000000002
31369,No Longer Needed,2025-10-01,1580.2649999999999
31372,Wrong Item,2025-11-06,321.579
31378,Wrong Item,2023-04-27,1585.566
31384,Wrong Item,2025-08-20,3113.091
31387,Damaged,2022-12-29,2737.2509999999997
31394,Damaged,2022-11-22,1477.872
31395,Wrong Item,2023-08-24,4060.764
31399,No Longer Needed,2025-10-02,731.763
31401,No Longer Needed,2025-04-23,4171.077
31403,Wrong Item,2023-11-14,1361.682
31408,No Longer Needed,2025-05-12,2153.7630000000004
31415,Wrong Item,2025-07-08,3352.3920000000003
31417,No Longer Needed,2025-07-14,431.937
31418,Wrong Item,2022-09-27,3595.4280000000003
31421,No Longer Needed,2022-09-14,2262.186
31425,Damaged,2025-10-19,146.025
31428,No Longer Needed,2025-11-26,4272.003000000001
31429,Damaged,2024-04-12,1513.737
31431,Wrong Item,2024-04-15,719.0369999999999
31432,Wrong Item,2024-02-26,685.422
31436,No Longer Needed,2024-11-16,3921.2819999999997
31444,No Longer Needed,2022-06-27,2735.091
31446,Wrong Item,2022-06-28,3483.342
31450,Wrong Item,2022-06-12,3215.34
31457,Damaged,2024-02-04,2249.991
31458,No Longer Needed,2023-03-23,2682.765
31463,Damaged,2024-10-31,2040.6689999999999
31466,Damaged,2023-12-13,839.799
31470,No Longer Needed,2024-10-16,2482.911
31475,Wrong Item,2023-04-11,611.2890000000001
31477,No Longer Needed,2024-12-22,1645.794
31483,No Longer Needed,2022-05-20,1822.968
31484,No Longer Needed,2022-05-26,438.246
31486,Damaged,2024-09-20,401.229
31492,Wrong Item,2024-05-02,695.0880000000001
31498,Wrong Item,2024-04-17,1003.9590000000001
31500,Damaged,2024-04-24,960.786
31502,Damaged,2024-09-20,1587.15
31503,Wrong Item,2024-09-21,3636.108
31505,No Longer Needed,2022-02-11,2877.822
31506,Damaged,2022-02-11,3093.93
31519,Damaged,2024-01-13,3332.466
31520,Damaged,2024-01-14,1975.563
31521,No Longer Needed,2024-10-19,183.32999999999998
31522,Wrong Item,2024-10-24,2636.775
31524,No Longer Needed,2025-12-06,3201.039
31525,Damaged,2025-12-02,3102.993
31531,Damaged,2024-08-14,2391.993
31534,Wrong Item,2024-08-24,282.915
31536,Wrong Item,2025-05-12,3202.4159999999997
31540,Wrong Item,2023-07-21,3537.828
31542,No Longer Needed,2023-07-12,1903.5090000000002
31543,Damaged,2022-09-07,2077.065
31546,No Longer Needed,2022-10-08,2075.463
31548,Damaged,2022-10-06,2324.583
31550,Damaged,2023-04-08,3042.846
31554,No Longer Needed,2023-10-15,2958.516
31557,Wrong Item,2022-11-24,2482.1369999999997
31559,Wrong Item,2025-09-11,1668.555
31560,Wrong Item,2024-12-09,521.379
31563,Wrong Item,2025-09-21,1286.766
31569,Damaged,2023-07-03,2598.1560000000004
31570,No Longer Needed,2023-07-03,1139.3280000000002
31573,No Longer Needed,2023-04-26,2837.088
31574,No Longer Needed,2023-12-25,945.243
31576,Damaged,2025-10-19,3552.183
31579,No Longer Needed,2024-11-25,1738.674
31581,Damaged,2025-10-25,1427.9489999999998
31583,Damaged,2025-10-27,3358.368
31586,Wrong Item,2022-06-10,1876.5450000000003
31595,Damaged,2024-10-07,1559.916
31596,No Longer Needed,2025-07-09,2660.337
31599,Damaged,2022-08-07,2115.567
31600,Damaged,2022-08-13,3078.288
31601,Damaged,2022-08-07,193.89600000000002
31602,Wrong Item,2024-11-15,3495.798
31610,No Longer Needed,2024-09-15,2921.427
31613,Damaged,2022-06-12,1771.5510000000002
31617,Damaged,2023-02-15,979.0559999999999
31621,No Longer Needed,2024-12-28,3599.6670000000004
31626,Wrong Item,2022-12-22,3245.67
31627,Damaged,2024-06-15,3794.4629999999997
31628,No Longer Needed,2023-05-28,1710.3600000000001
31631,Damaged,2024-07-14,2014.7939999999999
31635,Wrong Item,2022-12-20,2337.741
31636,Wrong Item,2022-12-25,3808.2870000000003
31640,No Longer Needed,2024-10-14,1474.677
31643,Damaged,2024-09-12,2425.3920000000003
31645,Wrong Item,2024-09-05,1875.4560000000001
31650,No Longer Needed,2025-12-02,857.043
31653,Damaged,2022-08-27,3720.4379999999996
31654,Damaged,2022-05-06,760.77
31655,No Longer Needed,2022-05-01,1797.0120000000002
31657,Wrong Item,2024-08-29,2895.1560000000004
31660,Wrong Item,2025-04-21,2513.349
31667,No Longer Needed,2024-11-20,346.734
31669,Damaged,2023-10-18,3820.869
31671,Wrong Item,2022-11-21,2722.707
31673,Damaged,2022-11-18,507.483
31684,No Longer Needed,2025-03-03,3716.181
31688,Wrong Item,2023-02-22,2533.635
31690,No Longer Needed,2022-04-12,3621.717
31691,No Longer Needed,2025-08-26,3977.784
31699,Damaged,2024-12-02,1147.05
31701,No Longer Needed,2024-11-30,2786.8770000000004
31703,No Longer Needed,2025-11-25,679.9140000000001
31705,No Longer Needed,2022-06-09,438.093
31714,No Longer Needed,2023-05-04,3509.2799999999997
31721,No Longer Needed,2022-12-14,3155.1479999999997
31725,Wrong Item,2023-07-08,635.2289999999999
31726,No Longer Needed,2023-07-13,3085.632
31727,No Longer Needed,2023-07-12,614.835
31730,Damaged,2024-09-06,530.7210000000001
31732,Damaged,2023-05-20,2176.614
31736,Damaged,2022-08-18,1593.1350000000002
31738,No Longer Needed,2024-08-24,1164.0059999999999
31740,Wrong Item,2023-12-23,2238.2909999999997
31742,Damaged,2022-04-01,4363.848
31743,Damaged,2024-08-18,2048.328
31746,No Longer Needed,2024-09-10,3446.3070000000002
31748,Damaged,2022-10-12,1155.987
31754,No Longer Needed,2025-11-26,3498.975
31767,No Longer Needed,2022-05-22,3558.465
31768,Damaged,2023-11-21,2488.725
31773,Wrong Item,2024-07-23,2177.082
31785,Wrong Item,2023-12-04,2499.372
31789,Wrong Item,2022-10-11,1584.108
31790,No Longer Needed,2022-10-11,1226.916
31797,Damaged,2022-12-10,2440.8990000000003
31801,No Longer Needed,2022-12-06,2360.808
31802,No Longer Needed,2023-02-28,4236.174
31804,Wrong Item,2022-04-02,1016.2170000000001
31807,Wrong Item,2022-06-16,2026.422
31811,Damaged,2024-11-22,1213.794
31814,No Longer Needed,2023-12-29,113.175
31822,Damaged,2024-10-20,518.895
31830,Wrong Item,2025-12-28,2450.7810000000004
31834,No Longer Needed,2024-03-30,2866.347
31835,Damaged,2024-04-05,3140.487
31836,Damaged,2024-03-28,1893.4020000000003
31838,No Longer Needed,2025-05-08,1366.0739999999998
31844,No Longer Needed,2022-05-25,2619.639
31847,Wrong Item,2025-10-19,738.4140000000001
31851,No Longer Needed,2023-09-15,3520.269
31852,No Longer Needed,2023-11-16,1242.036
31853,Damaged,2023-11-09,1421.5230000000001
31855,Damaged,2025-06-24,2398.032
31861,No Longer Needed,2025-01-23,2327.922
31865,No Longer Needed,2023-06-18,2265.264
31866,No Longer Needed,2023-06-19,1715.922
31877,Wrong Item,2024-08-19,2141.73
31886,No Longer Needed,2024-06-19,2939.004
31890,Wrong Item,2023-11-04,193.40099999999998
31893,Damaged,2025-10-29,903.609
31895,Wrong Item,2023-10-23,1710.243
31897,Damaged,2025-08-28,3228.633
31899,Damaged,2022-10-17,2568.726
31900,Damaged,2022-10-17,1934.955
31902,Wrong Item,2024-10-30,1912.6619999999998
31903,Damaged,2025-11-19,2966.0130000000004
31910,Damaged,2023-03-07,1671.57
31912,Wrong Item,2022-12-26,3357.846
31913,Damaged,2022-12-25,1509.921
31916,Damaged,2022-11-14,696.456
31918,Wrong Item,2022-07-28,2301.219
31923,No Longer Needed,2024-09-25,1300.32
31927,No Longer Needed,2025-02-20,3037.896
31932,No Longer Needed,2024-11-22,1818.144
31935,Wrong Item,2024-06-14,1980.2520000000002
31936,No Longer Needed,2025-08-09,1474.5600000000002
31941,Damaged,2025-06-24,2499.147
31942,No Longer Needed,2025-06-27,3959.2799999999997
31948,No Longer Needed,2022-08-26,1704.807
31949,No Longer Needed,2022-08-25,2943.315
31954,Damaged,2023-05-10,464.859
31955,Wrong Item,2023-05-15,2219.409
31956,Wrong Item,2025-04-07,135.513
31960,No Longer Needed,2023-12-25,3927.762
31961,No Longer Needed,2023-12-29,1696.5629999999999
31962,Damaged,2023-12-24,1844.307
31964,Damaged,2024-09-06,1744.299
31970,Damaged,2022-12-23,829.764
31971,Wrong Item,2022-11-23,1981.5840000000003
31975,No Longer Needed,2022-10-23,3152.196
31976,Damaged,2022-10-16,2977.4700000000003
31981,No Longer Needed,2022-12-16,2451.978
31985,Damaged,2023-10-09,3650.0310000000004
31990,Damaged,2022-10-04,701.91
31997,No Longer Needed,2024-06-03,391.212
31998,Wrong Item,2022-05-06,1387.116
31999,Wrong Item,2023-11-21,4067.5769999999998
32002,No Longer Needed,2022-10-24,664.803
32003,No Longer Needed,2022-10-18,2751.039
32006,Damaged,2024-08-07,1324.224
32009,Damaged,2022-02-23,3010.518
32013,No Longer Needed,2025-07-05,1925.0549999999998
32021,Damaged,2023-05-05,2659.698
32026,Damaged,2023-10-06,2424.0240000000003
32028,No Longer Needed,2023-10-01,1202.9489999999998
32036,Damaged,2024-01-23,382.70700000000005
32037,No Longer Needed,2023-01-01,551.394
32038,Wrong Item,2024-08-05,3838.446
32041,Wrong Item,2023-04-12,763.659
32049,Wrong Item,2023-12-13,325.242
32050,Damaged,2023-12-06,228.267
32053,Damaged,2024-02-11,2512.125
32058,No Longer Needed,2022-05-07,3243.861
32060,Damaged,2022-09-28,3766.8599999999997
32062,Damaged,2022-10-26,314.08200000000005
32063,No Longer Needed,2022-10-26,3541.581
32065,Wrong Item,2025-06-21,4309.137000000001
32069,No Longer Needed,2023-11-26,1788.723
32072,Wrong Item,2024-07-30,2182.257
32073,Wrong Item,2024-06-17,1823.2920000000001
32075,Damaged,2023-08-20,3313.386
32076,No Longer Needed,2023-08-17,2403.2700000000004
32077,No Longer Needed,2024-11-02,2044.2869999999998
32079,No Longer Needed,2024-04-20,799.047
32080,Damaged,2024-11-12,1798.155
32081,Damaged,2024-11-09,2090.313
32083,No Longer Needed,2023-08-15,609.12
32084,Wrong Item,2023-08-12,2117.9880000000003
32090,No Longer Needed,2022-10-16,1642.338
32091,No Longer Needed,2022-10-23,160.317
32093,No Longer Needed,2025-03-06,1683.963
32094,No Longer Needed,2025-03-10,1798.596
32097,No Longer Needed,2023-06-19,172.611
32099,No Longer Needed,2023-05-18,3846.5640000000003
32102,Damaged,2023-05-05,3447.972
32105,No Longer Needed,2025-06-22,2680.92
32108,Damaged,2024-09-02,1434.375
32113,Damaged,2022-01-19,1157.004
32117,No Longer Needed,2023-12-15,876.303
32120,No Longer Needed,2022-08-22,1143.891
32121,No Longer Needed,2022-08-21,3506.967
32123,Wrong Item,2023-07-06,2863.944
32125,Damaged,2022-12-25,2459.223
32132,No Longer Needed,2023-08-25,3840.0480000000002
32134,Wrong Item,2022-08-11,1444.356
32138,No Longer Needed,2024-02-11,2290.554
32139,Damaged,2024-02-13,1953.603
32140,No Longer Needed,2024-06-24,700.02
32141,No Longer Needed,2025-06-18,2530.125
32143,Wrong Item,2025-06-01,2597.364
32146,Damaged,2025-12-16,3018.9060000000004
32148,No Longer Needed,2025-12-03,1274.9579999999999
32155,Wrong Item,2025-12-22,2303.1
32156,Wrong Item,2025-12-24,3821.8590000000004
32163,Damaged,2025-11-09,1172.808
32164,No Longer Needed,2025-11-11,374.661
32165,Damaged,2022-07-27,1371.3120000000001
32169,Wrong Item,2024-06-12,833.292
32171,No Longer Needed,2022-04-11,2612.934
32172,No Longer Needed,2023-12-24,2797.254
32175,Wrong Item,2023-09-14,2706.1020000000003
32178,Damaged,2024-10-22,339.03
32179,Wrong Item,2023-08-04,814.842
32180,Wrong Item,2023-07-31,2225.43
32181,Damaged,2023-08-04,2571.3450000000003
32187,Damaged,2024-08-29,1234.845
32188,Damaged,2025-07-18,897.561
32192,No Longer Needed,2023-09-27,2458.6380000000004
32196,Wrong Item,2025-08-21,298.053
32198,No Longer Needed,2025-08-31,2737.161
32210,No Longer Needed,2025-10-11,3237.435
32211,Damaged,2023-05-13,2551.221
32213,No Longer Needed,2022-07-14,3942.891
32219,Damaged,2022-08-11,2485.503
32223,Damaged,2023-03-16,580.743
32233,Damaged,2022-07-19,2634.768
32236,No Longer Needed,2025-03-04,3242.565
32241,No Longer Needed,2022-12-24,1273.329
32244,Damaged,2024-06-26,430.506
32246,Wrong Item,2024-06-22,2741.427
32247,Wrong Item,2024-10-23,1968.5520000000001
32253,Wrong Item,2023-06-30,184.5
32254,Wrong Item,2023-06-26,3185.244
32262,Wrong Item,2023-10-11,3071.754
32263,Damaged,2023-01-18,1898.217
32265,Damaged,2022-11-19,898.731
32267,Damaged,2024-03-30,1934.928
32270,Damaged,2024-07-30,4176.855
32271,No Longer Needed,2024-08-05,3256.839
32272,No Longer Needed,2023-08-25,852.8580000000001
32277,Wrong Item,2024-06-27,1474.5420000000001
32278,No Longer Needed,2022-02-03,1851.723
32284,Wrong Item,2024-04-28,754.461
32285,Wrong Item,2022-12-19,2279.43
32295,Damaged,2024-07-20,2353.14
32296,Wrong Item,2022-05-30,2084.58
32299,Wrong Item,2023-06-20,1401.786
32303,Wrong Item,2024-11-20,2450.313
32307,Wrong Item,2025-10-06,2453.418
32309,Damaged,2022-12-17,630.72
32312,Wrong Item,2024-12-30,3499.7670000000003
32313,Damaged,2025-01-01,795.159
32315,Damaged,2024-08-20,1591.443
32318,Damaged,2024-04-14,414.18
32332,No Longer Needed,2022-08-24,379.026
32333,No Longer Needed,2022-08-24,1007.415
32334,Wrong Item,2022-08-21,2471.724
32336,Damaged,2025-11-16,1406.943
32339,Wrong Item,2023-06-16,2537.811
32347,No Longer Needed,2024-08-14,2480.472
32349,Damaged,2025-11-10,2475.729
32350,Wrong Item,2025-11-08,3905.0099999999998
32355,Damaged,2022-02-12,532.926
32356,Wrong Item,2023-01-13,1498.734
32357,Wrong Item,2023-01-13,1459.9350000000002
32360,No Longer Needed,2023-05-29,721.962
32362,Damaged,2022-09-27,4265.829000000001
32363,Wrong Item,2022-09-19,1359.954
32364,No Longer Needed,2025-10-22,2758.104
32367,Damaged,2025-07-20,1710.7559999999999
32372,Damaged,2022-12-24,3166.2090000000003
32377,No Longer Needed,2022-10-17,2420.6670000000004
32380,Wrong Item,2022-12-13,2912.373
32385,Wrong Item,2022-12-09,876.5640000000001
32392,No Longer Needed,2025-05-24,1250.766
32398,Wrong Item,2022-07-21,1451.799
32399,Wrong Item,2024-04-23,757.647
32403,Damaged,2022-03-17,2476.008
32405,Damaged,2023-08-11,561.2220000000001
32406,No Longer Needed,2022-10-18,2373.0750000000003
32415,Wrong Item,2023-10-07,2093.661
32416,Wrong Item,2023-10-11,303.192
32417,Wrong Item,2023-05-17,2868.6600000000003
32418,Damaged,2024-07-04,1083.609
32419,No Longer Needed,2024-07-04,323.496
32422,Damaged,2023-10-23,3289.833
32423,No Longer Needed,2025-07-12,869.3460000000001
32424,Wrong Item,2025-11-28,3023.361
32426,Wrong Item,2025-11-21,1503.945
32429,Damaged,2025-05-08,799.623
32434,Damaged,2022-09-17,1616.1390000000001
32435,No Longer Needed,2022-09-10,3209.8950000000004
32437,Damaged,2023-03-21,2123.622
32438,Wrong Item,2022-12-22,1650.951
32441,No Longer Needed,2024-03-08,3046.815
32442,No Longer Needed,2022-01-12,2096.694
32449,Damaged,2025-10-26,2179.467
32451,Damaged,2024-10-23,2857.3920000000003
32454,Damaged,2024-08-20,3182.643
32455,Damaged,2024-10-18,2632.257
32456,No Longer Needed,2024-10-16,1229.283
32460,Damaged,2022-11-29,3720.5099999999998
32461,Damaged,2023-09-08,2359.107
32464,Damaged,2022-05-24,2232.18
32466,Wrong Item,2024-10-04,3404.304
32473,Damaged,2024-10-13,3082.779
32475,No Longer Needed,2025-04-08,1037.088
32476,Wrong Item,2022-05-15,654.066
32478,Damaged,2025-09-24,3381.795
32486,Damaged,2023-09-16,2981.322
32489,Damaged,2024-12-30,605.7900000000001
32491,Damaged,2023-06-10,1115.0010000000002
32492,No Longer Needed,2022-12-26,2626.425
32493,No Longer Needed,2022-12-27,130.41
32497,No Longer Needed,2022-10-29,1720.17
32501,Wrong Item,2023-07-29,838.674
32502,Damaged,2023-08-05,278.478
32505,No Longer Needed,2023-12-29,1686.159
32507,Damaged,2022-12-17,558.738
32516,Damaged,2023-02-28,3031.893
32521,No Longer Needed,2024-01-21,843.309
32527,No Longer Needed,2023-09-29,3020.301
32528,Damaged,2025-10-05,2854.089
32532,Damaged,2024-11-23,3894.372
32533,Damaged,2022-06-29,335.79
32538,Damaged,2025-10-26,949.824
32540,No Longer Needed,2022-05-06,548.325
32542,Damaged,2022-11-23,2853.297
32544,Wrong Item,2022-11-22,281.655
32545,Wrong Item,2024-02-03,1113.588
32546,No Longer Needed,2024-02-11,1834.209
32549,No Longer Needed,2025-11-23,2645.379
32552,Damaged,2025-11-09,1400.805
32557,No Longer Needed,2025-11-27,1044.306
32560,No Longer Needed,2022-11-13,3039.552
32561,No Longer Needed,2022-11-13,344.69100000000003
32562,Wrong Item,2025-07-25,2580.768
32564,Damaged,2025-07-25,405.783
32565,Wrong Item,2024-04-16,1953.4409999999998
32566,Damaged,2024-04-15,4134.636
32567,No Longer Needed,2024-04-08,2699.82
32568,Wrong Item,2024-09-15,3465.855
32569,No Longer Needed,2024-09-19,3539.7000000000003
32573,Wrong Item,2025-11-30,1947.222
32577,No Longer Needed,2024-01-05,3488.058
32578,Wrong Item,2023-12-30,4166.559
32583,No Longer Needed,2022-08-16,3917.4390000000003
32589,Wrong Item,2023-08-03,2093.472
32590,Damaged,2025-06-18,202.239
32595,Damaged,2022-09-28,575.2800000000001
32601,Wrong Item,2022-11-20,1870.1280000000002
32609,Wrong Item,2022-11-18,1853.0549999999998
32612,Wrong Item,2023-12-27,2883.402
32614,Wrong Item,2023-12-19,3522.7619999999997
32617,Damaged,2023-03-23,1989.7740000000001
32618,No Longer Needed,2023-03-16,2282.202
32621,No Longer Needed,2024-09-30,2650.401
32622,Wrong Item,2023-07-12,3947.0040000000004
32624,Wrong Item,2025-12-02,1888.416
32626,No Longer Needed,2022-11-19,1990.0259999999998
32631,No Longer Needed,2025-10-31,3785.364
32633,Damaged,2025-03-13,151.821
32634,Wrong Item,2024-09-16,253.188
32636,Damaged,2023-12-02,1048.104
32638,Wrong Item,2022-04-13,1624.41
32642,Damaged,2025-03-24,1049.3100000000002
32644,Wrong Item,2025-03-29,1562.202
32648,Damaged,2024-11-02,4135.635
32649,Damaged,2024-11-03,797.832
32654,No Longer Needed,2023-12-21,2005.569
32655,Wrong Item,2023-12-14,3542.805
32657,No Longer Needed,2025-02-25,3189.141
32661,No Longer Needed,2024-03-10,2726.955
32662,Wrong Item,2023-11-12,1889.5049999999999
32665,Damaged,2023-02-04,2426.202
32669,Damaged,2025-07-29,1811.304
32671,No Longer Needed,2025-07-30,299.124
32675,No Longer Needed,2022-09-15,2581.794
32677,Damaged,2022-09-15,2174.5350000000003
32680,Damaged,2022-11-26,2326.32
32681,Damaged,2022-11-28,3337.4159999999997
32682,Wrong Item,2025-08-24,319.95
32683,Wrong Item,2025-08-24,3458.034
32684,No Longer Needed,2025-08-21,3456.3869999999997
32691,Wrong Item,2025-09-21,1918.3500000000001
32693,Damaged,2025-09-15,1467.855
32699,Damaged,2024-11-05,3305.313
32700,Wrong Item,2024-10-31,785.9970000000001
32701,Damaged,2024-01-03,1066.851
32702,Wrong Item,2024-01-03,2344.5090000000005
32703,Wrong Item,2023-01-14,2185.659
32707,No Longer Needed,2025-04-08,1380.627
32713,No Longer Needed,2024-08-31,205.173
32714,No Longer Needed,2024-08-26,1153.755
32717,No Longer Needed,2025-05-05,1914.4350000000002
32725,Wrong Item,2022-06-13,414.027
32728,Wrong Item,2022-04-20,1759.266
32729,Damaged,2022-04-19,2371.4280000000003
32732,No Longer Needed,2025-12-16,1411.74
32734,No Longer Needed,2022-03-26,636.0029999999999
32736,No Longer Needed,2023-12-19,893.394
32743,Damaged,2023-12-28,3854.295
32745,No Longer Needed,2023-12-31,2095.0020000000004
32746,Wrong Item,2023-12-21,390.17699999999996
32747,Damaged,2023-12-22,1026.3239999999998
32754,Damaged,2025-09-27,1365.534
32757,No Longer Needed,2025-08-01,1742.031
32758,Damaged,2025-05-19,2278.548
32765,No Longer Needed,2023-10-19,2283.453
32768,Damaged,2025-09-14,3055.563
32775,No Longer Needed,2023-07-26,3099.5640000000003
32776,No Longer Needed,2022-08-28,2031.372
32779,No Longer Needed,2024-08-23,292.31100000000004
32781,Damaged,2024-08-22,1465.695
32786,No Longer Needed,2023-08-14,4054.3379999999997
32794,Damaged,2024-05-20,1107.99
32796,No Longer Needed,2024-09-20,1275.7050000000002
32799,Wrong Item,2024-12-20,2337.354
32803,No Longer Needed,2025-02-14,2982.987
32805,Wrong Item,2025-11-30,886.599
32807,No Longer Needed,2025-06-25,1773.531
32811,No Longer Needed,2023-10-13,1506.645
32813,No Longer Needed,2023-12-04,3387.879
32819,Damaged,2023-01-01,1971.9270000000001
32820,Damaged,2022-12-30,3102.111
32821,No Longer Needed,2022-10-21,650.169
32822,Wrong Item,2022-10-27,2293.5060000000003
32823,Wrong Item,2022-10-28,3036.6270000000004
32824,Damaged,2022-11-27,2905.893
32827,No Longer Needed,2024-06-26,2996.973
32828,No Longer Needed,2024-10-23,2516.355
32830,Damaged,2025-11-19,3545.73
32831,No Longer Needed,2023-08-15,274.563
32834,No Longer Needed,2023-06-29,3885.2010000000005
32835,No Longer Needed,2023-06-25,1524.033
32838,Wrong Item,2025-05-19,547.992
32841,No Longer Needed,2024-09-14,958.536
32849,Wrong Item,2022-06-19,1053.954
32850,Wrong Item,2022-02-10,2760.9390000000003
32855,Wrong Item,2024-07-14,1623.834
32860,No Longer Needed,2024-12-05,3890.844
32863,Damaged,2022-07-23,270.27000000000004
32868,No Longer Needed,2024-08-18,2576.934
32870,No Longer Needed,2022-08-13,2373.93
32872,Wrong Item,2023-11-23,289.188
32874,Wrong Item,2024-06-03,3989.3489999999997
32875,No Longer Needed,2024-06-02,2390.598
32876,No Longer Needed,2024-06-03,3374.568
32881,No Longer Needed,2023-09-27,1451.736
32882,No Longer Needed,2025-10-19,186.786
32883,No Longer Needed,2025-10-18,1788.8850000000002
32886,No Longer Needed,2023-10-05,958.0050000000001
32889,Damaged,2024-11-07,3187.809
32890,No Longer Needed,2022-05-18,3026.34
32895,No Longer Needed,2022-08-17,832.707
32896,Damaged,2022-08-19,2468.232
32898,Damaged,2023-01-16,1726.983
32903,Damaged,2022-12-05,3748.6349999999998
32904,Wrong Item,2022-07-30,3324.717
32912,Damaged,2025-10-09,949.446
32913,Wrong Item,2025-04-11,4138.299
32914,No Longer Needed,2025-04-14,833.4720000000001
32916,Wrong Item,2024-07-21,1499.4
32917,Damaged,2025-09-08,268.002
32918,Wrong Item,2025-09-09,210.627
32920,No Longer Needed,2022-11-24,2997.558
32921,Damaged,2024-11-10,3719.772
32932,No Longer Needed,2023-06-08,2733.219
32933,Wrong Item,2022-02-19,2929.194
32934,Damaged,2025-02-25,2338.308
32936,Damaged,2025-12-26,1303.02
32939,Damaged,2024-10-10,2017.368
32942,Damaged,2023-11-30,3257.0009999999997
32944,Damaged,2022-11-22,3717.3239999999996
32947,Wrong Item,2022-10-09,2688.6420000000003
32948,Wrong Item,2025-03-04,1365.894
32954,No Longer Needed,2023-06-16,1782.0629999999999
32957,Wrong Item,2025-10-17,3167.919
32963,Damaged,2023-02-18,3550.356
32967,Wrong Item,2024-01-25,3870.675
32973,Damaged,2024-04-02,2866.617
32975,Damaged,2024-11-02,2936.358
32976,No Longer Needed,2024-11-07,1871.631
32983,Wrong Item,2024-08-30,485.019
32991,Damaged,2025-08-23,371.151
32992,Damaged,2025-08-20,1409.04
32997,No Longer Needed,2023-12-23,1434.249
33001,Damaged,2024-01-18,2307.6
33003,No Longer Needed,2023-02-22,3281.8770000000004
33011,Wrong Item,2023-11-10,232.74000000000004
33012,Wrong Item,2023-11-08,3722.733
33015,Wrong Item,2025-09-03,313.848
33019,No Longer Needed,2026-01-04,180.855
33021,No Longer Needed,2022-07-22,2371.698
33022,Wrong Item,2025-10-19,1562.526
33023,Wrong Item,2025-10-22,2360.133
33028,No Longer Needed,2023-08-03,1385.6309999999999
33029,Wrong Item,2023-07-30,3541.851
33030,Damaged,2022-06-08,1924.9020000000003
33033,Damaged,2022-08-15,937.4399999999999
33034,Damaged,2022-08-19,2582.802
33037,Wrong Item,2025-09-20,2435.4
33043,Wrong Item,2025-10-22,4234.635
33056,Damaged,2025-01-25,1397.871
33060,Wrong Item,2025-09-03,386.046
33062,Wrong Item,2025-12-13,1270.557
33064,No Longer Needed,2025-07-20,700.875
33066,Wrong Item,2023-10-26,1506.951
33067,Damaged,2023-10-27,1690.929
33073,No Longer Needed,2022-11-27,2825.919
33075,No Longer Needed,2024-04-03,3351.5640000000003
33077,Wrong Item,2024-04-08,2805.822
33078,Damaged,2022-06-28,2322.1890000000003
33082,Wrong Item,2024-09-21,2088.342
33083,Wrong Item,2024-09-25,147.519
33084,Damaged,2024-09-23,3978.603
33087,Damaged,2023-01-19,1377.207
33088,Damaged,2024-07-11,476.901
33090,Damaged,2024-07-04,3818.7810000000004
33091,Damaged,2023-12-20,579.204
33100,No Longer Needed,2025-10-08,1290.186
33101,No Longer Needed,2022-12-19,351.702
33104,Wrong Item,2023-07-19,1002.753
33106,No Longer Needed,2025-05-12,1497.825
33108,Wrong Item,2022-08-18,692.613
33109,Damaged,2022-08-25,3504.447
33111,No Longer Needed,2023-01-19,3496.617
33114,Damaged,2022-05-17,620.028
33124,Damaged,2025-12-01,1208.07
33127,Damaged,2024-06-20,1908.153
33131,Wrong Item,2024-11-13,958.356
33132,Wrong Item,2022-03-07,2272.914
33135,No Longer Needed,2024-11-23,2787.435
33138,Wrong Item,2024-10-15,2136.915
33141,Wrong Item,2024-04-07,2790.7380000000003
33142,No Longer Needed,2024-07-03,610.56
33144,Damaged,2024-07-01,4114.9980000000005
33145,Damaged,2024-02-20,2294.802
33147,No Longer Needed,2025-01-04,437.76
33149,No Longer Needed,2024-07-12,858.114
33151,Wrong Item,2023-01-07,1412.721
33152,Wrong Item,2023-01-07,210.663
